OverallQual,YearBuilt,YearRemodAdd,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,YrSold,ExterQual_TA,ExterQual_TA,ExterQual_TA,ExterQual_TA,BsmtQual_Ex,KitchenQual_Ex,Neighborhood_NoRidge,GarageType_Attchd,BsmtExposure_Gd,KitchenQual_Gd,ExterQual_Gd,ExterQual_Gd,ExterQual_Gd,ExterQual_Gd,ExterQual_Fa,ExterQual_Fa,ExterQual_Fa,ExterQual_Fa,BldgType_1Fam,Neighborhood_NridgHt,BsmtQual_Gd,ExterQual_Ex,ExterQual_Ex,ExterQual_Ex,ExterQual_Ex,BsmtExposure_No
7,2004,2005,680,1080,1080,0,1080,1,1,0,3,6,0,0,2008,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5,1936,1950,0,896,896,448,1344,0,1,0,3,7,1,240,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5,1975,1975,716,969,969,0,969,0,1,1,3,5,2,440,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8,2007,2008,1400,1710,1710,0,1710,1,2,0,2,6,3,866,2008,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False
6,1971,1971,416,825,1097,896,1993,0,2,1,4,8,2,495,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1960,1975,429,1602,1252,0,1252,1,1,0,1,4,2,564,2008,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
6,1923,1950,0,1200,1200,0,1200,0,1,0,4,7,1,312,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1924,1950,0,572,572,524,1096,0,1,0,2,5,0,0,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1950,1950,0,0,1040,0,1040,0,1,0,2,5,2,625,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,2009,2010,0,774,774,1194,1968,0,2,1,4,8,3,680,2010,False,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
7,2004,2005,222,991,991,956,1947,0,2,1,3,8,2,678,2010,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
7,2005,2006,57,1392,1392,1070,2462,1,2,1,4,9,2,576,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
6,1984,1984,660,1232,1232,0,1232,0,2,0,3,6,2,516,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
9,2003,2004,1016,1572,1572,1096,2668,1,2,1,3,10,3,726,2008,False,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False
7,2005,2005,1201,1541,1541,0,1541,0,2,0,3,7,2,532,2010,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False
4,1956,1956,0,882,882,0,882,0,1,0,1,4,0,0,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1926,2004,370,1149,1149,467,1616,0,2,0,3,5,1,216,2007,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1940,1999,351,644,808,547,1355,1,2,0,4,6,0,0,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,1955,1993,379,1617,1867,0,1867,1,1,0,2,7,1,303,2009,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
8,2007,2007,1288,1582,1610,551,2161,1,1,1,3,8,3,789,2007,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True
7,2004,2004,0,840,840,880,1720,0,2,1,3,7,2,440,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
8,1981,1981,0,1686,1707,0,1707,0,2,1,2,6,2,511,2006,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
5,1941,1950,360,720,854,0,1382,0,1,1,2,7,2,660,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1960,1960,639,1080,1656,0,1656,1,1,0,3,7,2,528,2010,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7,1987,1987,495,1064,1064,703,1767,1,2,0,2,5,2,504,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
6,1961,1961,288,1362,1362,0,1362,1,1,1,3,6,2,504,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1986,1986,1398,1606,1651,0,1651,1,2,0,3,7,2,616,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
6,1950,2001,477,1202,2158,0,2158,1,2,0,4,7,2,576,2007,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6,1988,1989,831,1151,1164,896,2060,0,2,1,4,8,2,521,2007,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
5,1958,1958,57,1052,1252,668,1920,1,2,0,4,8,2,451,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
9,2008,2009,1904,2216,2234,0,2234,1,2,0,1,9,3,1166,2009,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True
5,1923,2006,0,968,968,0,968,0,1,0,2,5,2,480,2007,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
6,2000,2000,436,756,769,756,1525,0,2,1,3,5,2,440,2007,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
7,1920,1950,352,793,901,901,1802,0,1,1,4,9,1,216,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1957,2006,0,0,1340,0,1340,0,1,0,3,7,1,252,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2003,2003,0,1362,1362,720,2082,0,2,1,3,6,2,484,2008,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5,1908,1991,0,504,936,316,1252,0,1,0,3,5,2,576,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
10,1892,1993,0,1107,1518,1518,3608,0,2,1,4,12,3,840,2006,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
7,1990,1991,611,1188,1217,0,1217,1,2,0,3,6,2,497,2009,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
5,1916,1987,0,660,808,704,1656,0,2,1,3,8,1,180,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1979,1979,1086,1086,1224,0,1224,2,0,2,2,6,2,528,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
8,2001,2002,1153,1593,1593,0,1593,1,1,1,0,5,2,682,2008,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
8,1932,1994,297,853,1549,1178,2727,0,2,1,3,10,2,440,2007,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
7,1972,2004,626,725,725,754,1479,1,1,1,4,7,2,484,2007,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1999,1999,560,1431,1431,0,1431,1,2,0,3,6,2,666,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
7,2004,2004,0,970,970,739,1709,0,2,0,3,7,2,380,2006,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
5,1972,1972,390,864,864,0,864,0,1,0,3,5,1,352,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6,1976,1976,566,855,855,601,1456,0,2,1,3,7,2,440,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
7,2007,2007,1126,1726,1726,0,1726,1,2,0,3,8,3,786,2007,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True
8,1918,1990,1036,1360,1360,1360,3112,1,2,0,4,8,2,795,2006,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
6,1912,1950,0,755,929,929,2229,0,1,0,5,8,0,0,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,2004,2005,1088,1713,1713,0,1713,1,2,0,3,7,3,856,2009,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False
4,2003,2004,0,1121,1121,0,1121,0,2,0,2,5,2,440,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
6,1977,1977,641,1196,1279,0,1279,0,2,0,3,6,2,473,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1924,1950,617,617,865,445,1310,0,2,0,2,6,1,398,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,2004,2004,662,848,848,0,848,1,1,0,1,3,2,420,2008,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
5,1947,1950,312,720,720,564,1284,0,1,1,2,5,1,240,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1990,1990,0,1424,1442,0,1442,0,2,0,3,5,2,500,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5,1962,1962,0,1140,1696,0,1696,0,1,1,3,8,1,349,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
4,1960,1960,419,1100,1100,0,1100,1,1,0,3,6,1,312,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1988,1989,1065,1157,1180,882,2062,1,2,1,3,7,2,454,2007,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
6,1964,1964,787,1092,1092,0,1092,1,1,0,3,6,2,504,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5,1925,1950,468,864,864,0,864,1,1,0,2,5,0,0,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,2009,2009,36,1212,1212,0,1212,0,2,0,3,6,2,460,2010,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
7,2009,2009,822,900,932,920,1852,1,2,1,3,7,2,644,2009,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5,1995,1995,716,990,990,0,990,0,1,0,3,5,2,576,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
6,1977,1977,378,689,689,703,1392,0,1,1,3,6,1,299,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5,1957,1996,360,1070,1236,0,1236,0,1,0,2,6,1,447,2006,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2004,2004,946,1436,1436,0,1436,1,2,0,3,8,2,484,2008,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
4,1925,1950,0,686,810,518,1328,0,1,0,3,8,1,210,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1939,2006,341,798,1137,817,1954,0,1,1,3,8,2,431,2008,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
7,2005,2006,16,1248,1248,0,1248,0,2,0,2,5,2,438,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
7,2006,2006,0,1498,1498,0,1498,0,2,0,2,5,2,675,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
